t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,106.67,0.02,0.16,0.00
0.25,106.57,0.02,0.16,0.17
0.50,106.23,0.16,0.16,0.27
0.75,106.23,0.16,0.16,0.27
1.00,103.78,94.67,0.16,0.27
1.25,97.92,94.67,0.16,0.27
1.50,92.15,94.67,0.16,0.27
1.76,86.65,94.67,0.16,0.27
2.01,81.15,94.67,0.16,0.27
2.26,75.64,94.67,0.16,0.27
2.51,70.15,94.67,0.16,0.27
2.76,64.65,94.67,0.16,0.27
3.01,59.14,94.67,0.16,0.27
3.26,53.63,94.67,0.16,0.27
3.51,47.96,94.67,0.16,0.27
3.76,42.46,94.67,0.16,0.27
4.01,36.96,94.67,0.16,0.27
4.26,31.45,94.67,0.16,0.27
4.51,25.95,94.67,0.16,0.27
4.76,20.61,94.67,0.16,0.27
5.01,15.18,94.67,0.16,0.27
5.26,11.55,94.67,0.17,0.27
5.52,11.16,94.67,0.17,0.65
5.77,11.15,94.67,0.17,0.65
6.02,11.15,94.67,0.17,0.65
6.27,11.15,94.67,0.17,0.65
6.52,11.14,94.67,0.17,0.65
6.77,11.13,94.67,0.17,0.65
7.02,11.13,94.67,0.17,0.65
7.27,11.18,94.67,0.17,0.65
7.52,11.19,94.67,0.17,0.65
7.77,11.18,94.67,0.17,0.65
8.02,11.13,94.67,0.17,0.65
8.27,11.18,94.67,0.17,0.65
8.52,11.17,94.67,0.17,0.65
8.77,11.18,94.67,0.17,0.65
9.02,11.16,94.67,0.17,0.66
9.27,11.17,94.67,0.17,0.66
9.53,11.17,94.67,0.17,0.66
9.78,11.18,94.67,0.17,0.66
10.03,11.15,94.67,0.17,0.66
10.28,11.18,94.67,0.17,0.66
10.53,11.13,94.67,0.17,0.66
10.78,11.13,94.67,0.17,0.66
11.03,11.12,94.67,0.17,0.67
11.28,11.11,94.67,0.17,0.67
11.53,11.10,94.67,0.17,0.67
11.78,11.10,94.67,0.17,0.67
12.03,11.10,94.67,0.17,0.67
12.28,11.10,94.67,0.17,0.67
12.53,11.10,94.67,0.17,0.67
12.78,11.09,94.67,0.17,0.67
13.03,11.10,94.67,0.17,0.67
13.28,11.08,94.67,0.17,0.67
13.54,11.09,94.67,0.17,0.67
13.79,11.08,94.67,0.17,0.67
14.04,11.08,94.67,0.17,0.67
14.29,11.10,94.67,0.17,0.67
14.54,11.08,94.67,0.17,0.67
14.79,11.10,94.67,0.17,0.68
15.04,11.11,94.67,0.17,0.68
