t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,106.79,0.02,0.16,0.00
0.25,106.69,0.02,0.16,0.17
0.50,106.35,0.16,0.16,0.27
0.75,106.35,0.16,0.16,0.27
1.00,102.56,90.70,0.16,0.27
1.26,96.71,90.70,0.16,0.27
1.51,90.94,90.70,0.16,0.27
1.76,85.25,90.70,0.16,0.27
2.01,79.74,90.70,0.16,0.27
2.26,74.24,90.70,0.16,0.27
2.51,68.54,90.70,0.16,0.27
2.76,63.03,90.70,0.16,0.27
3.01,57.52,90.70,0.16,0.27
3.26,52.02,90.70,0.16,0.27
3.51,46.50,90.70,0.16,0.27
3.76,41.00,90.70,0.16,0.27
4.02,35.48,90.70,0.16,0.27
4.27,29.99,90.70,0.16,0.27
4.52,24.35,90.70,0.16,0.27
4.77,18.87,90.70,0.16,0.27
5.02,15.51,90.70,0.17,0.36
5.27,15.29,90.70,0.17,0.65
5.52,15.26,90.70,0.17,0.65
5.77,15.23,90.70,0.17,0.65
6.02,15.25,90.70,0.17,0.65
6.27,15.12,90.70,0.17,0.65
6.52,15.24,90.70,0.17,0.65
6.77,15.27,90.70,0.17,0.65
7.02,15.27,90.70,0.17,0.66
7.27,15.30,90.70,0.17,0.66
7.52,15.26,90.70,0.17,0.66
7.77,15.28,90.70,0.17,0.66
8.02,15.28,90.70,0.17,0.66
8.27,15.28,90.70,0.17,0.66
8.53,15.28,90.70,0.17,0.66
8.78,15.28,90.70,0.17,0.66
9.03,15.26,90.70,0.17,0.66
9.28,15.28,90.70,0.17,0.66
9.53,15.31,90.70,0.17,0.66
9.78,15.27,90.70,0.17,0.66
10.03,15.25,90.70,0.17,0.66
10.28,15.26,90.70,0.17,0.66
10.53,15.28,90.70,0.17,0.66
10.78,15.28,90.70,0.17,0.66
11.03,15.18,90.70,0.17,0.66
11.28,15.28,90.70,0.17,0.66
11.53,15.28,90.70,0.17,0.66
11.78,15.25,90.70,0.17,0.66
12.03,15.26,90.70,0.17,0.66
12.28,15.25,90.70,0.17,0.66
12.54,15.30,90.70,0.17,0.66
12.79,15.27,90.70,0.17,0.66
13.04,15.25,90.70,0.17,0.66
13.29,15.26,90.70,0.17,0.66
13.54,15.28,90.70,0.17,0.66
13.79,15.27,90.70,0.17,0.66
14.04,15.22,90.70,0.17,0.66
14.29,15.27,90.70,0.17,0.67
14.54,15.24,90.70,0.17,0.67
14.79,15.27,90.70,0.17,0.67
15.04,15.25,90.70,0.17,0.67
15.29,15.26,90.70,0.17,0.67
15.54,15.29,90.70,0.17,0.67
15.79,15.27,90.70,0.17,0.67
16.04,15.25,90.70,0.17,0.67
16.29,15.26,90.70,0.17,0.67
16.54,15.26,90.70,0.17,0.67
16.79,15.27,90.70,0.17,0.67
17.05,15.29,90.70,0.17,0.67
17.30,15.25,90.70,0.17,0.67
17.55,15.26,90.70,0.17,0.68
17.80,15.28,90.70,0.17,0.68
18.05,15.21,90.70,0.17,0.68
