t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,106.80,0.02,0.16,0.00
0.25,106.71,0.02,0.16,0.16
0.50,106.41,0.16,0.16,0.27
0.75,106.37,0.16,0.16,0.27
1.00,103.76,90.70,0.16,0.27
1.25,97.91,90.70,0.16,0.27
1.50,91.73,90.70,0.16,0.27
1.76,86.04,90.70,0.16,0.27
2.01,80.53,90.70,0.16,0.27
2.26,75.03,90.70,0.16,0.27
2.51,69.51,90.70,0.16,0.27
2.76,64.01,90.70,0.16,0.27
3.01,58.50,90.70,0.16,0.27
3.26,53.00,90.70,0.16,0.27
3.51,47.53,90.70,0.16,0.27
3.76,41.62,90.70,0.16,0.27
4.01,36.15,90.70,0.16,0.27
4.26,30.66,90.70,0.16,0.27
4.51,25.34,90.70,0.16,0.27
4.76,19.86,90.70,0.16,0.27
5.01,15.60,90.70,0.16,0.27
5.26,15.26,90.70,0.17,0.65
5.52,15.23,90.70,0.17,0.65
5.77,15.11,90.70,0.17,0.65
6.02,15.16,90.70,0.17,0.65
6.27,15.27,90.70,0.17,0.65
6.52,15.23,90.70,0.17,0.65
6.77,15.27,90.70,0.17,0.65
7.02,15.27,90.70,0.17,0.65
7.27,15.22,90.70,0.17,0.65
7.52,15.25,90.70,0.17,0.65
7.77,15.26,90.70,0.17,0.65
8.02,15.28,90.70,0.17,0.65
8.27,15.25,90.70,0.17,0.65
8.52,15.23,90.70,0.17,0.65
8.77,15.25,90.70,0.17,0.65
9.02,15.28,90.70,0.17,0.65
9.27,15.20,90.70,0.17,0.65
9.52,15.17,90.70,0.17,0.58
9.78,15.19,90.70,0.17,0.58
10.03,15.31,90.70,0.17,0.58
10.28,15.30,90.70,0.17,0.58
10.53,15.28,90.70,0.17,0.58
10.78,15.30,90.70,0.17,0.58
11.03,15.33,90.70,0.17,0.58
11.28,15.34,90.70,0.17,0.58
11.53,15.33,90.70,0.17,0.58
11.78,15.31,90.70,0.17,0.58
12.03,15.31,90.70,0.17,0.58
12.28,15.33,90.70,0.17,0.58
12.53,15.31,90.70,0.17,0.59
12.78,15.33,90.70,0.17,0.59
13.03,15.33,90.70,0.17,0.59
13.28,15.33,90.70,0.17,0.59
13.53,15.32,90.70,0.17,0.59
13.78,15.33,90.70,0.17,0.59
14.03,15.33,90.70,0.17,0.59
14.29,15.32,90.70,0.17,0.59
14.54,15.30,90.70,0.17,0.59
14.79,15.29,90.70,0.17,0.59
15.04,15.32,90.70,0.17,0.59
15.29,15.30,90.70,0.17,0.59
15.54,15.32,90.70,0.17,0.59
15.79,15.33,90.70,0.17,0.59
16.04,15.30,90.70,0.17,0.59
16.29,15.34,90.70,0.17,0.59
16.54,15.31,90.70,0.17,0.59
16.79,15.32,90.70,0.17,0.59
17.04,15.32,90.70,0.17,0.59
17.29,15.34,90.70,0.17,0.59
17.54,15.34,90.70,0.17,0.59
17.79,15.31,90.70,0.17,0.59
18.04,15.29,90.70,0.17,0.59
18.29,15.30,90.70,0.17,0.59
18.55,15.26,90.70,0.17,0.59
18.80,15.28,90.70,0.17,0.59
19.05,15.27,90.70,0.17,0.59
19.30,15.29,90.70,0.17,0.59
19.55,15.31,90.70,0.17,0.59
19.80,15.30,90.70,0.17,0.59
20.05,15.35,90.70,0.17,0.59
20.30,15.34,90.70,0.17,0.59
20.55,15.31,90.70,0.17,0.59
20.80,15.32,90.70,0.17,0.59
21.05,15.30,90.70,0.17,0.59
21.30,15.27,90.70,0.17,0.59
21.55,15.28,90.70,0.17,0.60
21.80,15.32,90.70,0.17,0.60
22.05,15.32,90.70,0.17,0.60
22.31,15.32,90.70,0.17,0.60
22.56,15.29,90.70,0.17,0.60
22.81,15.28,90.70,0.17,0.60
23.06,15.31,90.70,0.17,0.60
23.31,15.31,90.70,0.17,0.60
23.56,15.28,90.70,0.17,0.60
23.81,15.28,90.70,0.17,0.60
24.06,15.30,90.70,0.17,0.61
24.31,15.30,90.70,0.17,0.61
24.56,15.33,90.70,0.17,0.61
24.81,15.30,90.70,0.17,0.61
25.06,15.32,90.70,0.17,0.61
25.31,15.31,90.70,0.17,0.61
25.56,15.31,90.70,0.17,0.61
25.81,15.31,90.70,0.17,0.61
26.06,15.31,90.70,0.17,0.61
26.32,15.33,90.70,0.17,0.61
26.57,15.32,90.70,0.17,0.61
26.82,15.32,90.70,0.17,0.61
27.07,15.31,90.70,0.17,0.61
27.32,15.28,90.70,0.17,0.61
27.57,15.25,90.70,0.17,0.61
27.82,15.25,90.70,0.17,0.61
28.07,15.29,90.70,0.17,0.61
28.32,15.32,90.70,0.17,0.61
28.57,15.29,90.70,0.17,0.61
28.82,15.31,90.70,0.17,0.61
29.07,15.31,90.70,0.17,0.61
29.32,15.28,90.70,0.17,0.61
29.57,15.24,90.70,0.17,0.61
29.82,15.29,90.70,0.17,0.61
30.07,15.30,90.70,0.17,0.61
30.32,15.29,90.70,0.17,0.61
30.58,15.27,90.70,0.17,0.61
30.83,15.24,90.70,0.17,0.61
31.08,15.24,90.70,0.17,0.61
31.33,15.24,90.70,0.17,0.61
31.58,15.31,90.70,0.17,0.61
31.83,15.28,90.70,0.17,0.61
32.08,15.27,90.70,0.17,0.61
32.33,15.27,90.70,0.17,0.61
32.58,15.30,90.70,0.17,0.61
32.83,15.30,90.70,0.17,0.62
33.08,15.29,90.70,0.17,0.62
33.33,15.27,90.70,0.17,0.62
33.58,15.27,90.70,0.17,0.62
33.83,15.28,90.70,0.17,0.62
34.08,15.27,90.70,0.17,0.62
