t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,106.56,0.02,0.16,0.00
0.25,106.49,0.02,0.16,0.17
0.50,106.28,0.16,0.16,0.27
0.75,106.29,0.16,0.16,0.27
1.00,103.33,90.70,0.16,0.27
1.25,97.47,90.70,0.16,0.27
1.50,91.80,90.70,0.16,0.27
1.75,86.36,90.70,0.16,0.27
2.01,80.93,90.70,0.16,0.27
2.26,75.47,90.70,0.16,0.27
2.51,70.02,90.70,0.16,0.27
2.76,64.58,90.70,0.16,0.27
3.01,59.13,90.70,0.16,0.27
3.26,53.55,90.70,0.16,0.27
3.51,48.14,90.70,0.16,0.27
3.76,42.70,90.70,0.16,0.27
4.01,37.27,90.70,0.16,0.27
4.26,31.82,90.70,0.16,0.27
4.51,26.39,90.70,0.16,0.27
4.76,20.98,90.70,0.16,0.27
5.01,15.81,90.70,0.16,0.27
5.26,15.30,90.70,0.17,0.65
5.51,15.28,90.70,0.17,0.65
5.76,15.07,90.70,0.17,0.65
6.02,14.78,90.70,0.17,0.65
6.27,14.70,90.70,0.17,0.65
6.52,14.85,90.70,0.17,0.65
6.77,14.98,90.70,0.17,0.65
7.02,15.00,90.70,0.17,0.65
7.27,15.00,90.70,0.17,0.65
7.52,15.00,90.70,0.17,0.65
7.77,15.00,90.70,0.17,0.65
8.02,15.02,90.70,0.17,0.65
8.27,15.00,90.70,0.17,0.65
8.52,15.00,90.70,0.17,0.65
8.77,15.01,90.70,0.17,0.65
9.02,15.29,90.70,0.17,0.65
9.27,15.30,90.70,0.17,0.65
9.52,15.25,90.70,0.17,0.66
9.77,15.23,90.70,0.17,0.66
10.02,15.21,90.70,0.17,0.66
10.28,15.24,90.70,0.17,0.66
10.53,15.26,90.70,0.17,0.66
10.78,15.27,90.70,0.17,0.66
11.03,15.24,90.70,0.17,0.66
11.28,15.22,90.70,0.17,0.66
11.53,15.23,90.70,0.17,0.66
11.78,15.27,90.70,0.17,0.66
12.03,15.23,90.70,0.17,0.66
12.28,15.23,90.70,0.17,0.66
12.53,15.21,90.70,0.17,0.66
12.78,15.17,90.70,0.17,0.66
13.03,15.22,90.70,0.17,0.66
13.28,15.22,90.70,0.17,0.66
13.53,15.19,90.70,0.17,0.66
13.78,15.21,90.70,0.17,0.66
14.03,15.21,90.70,0.17,0.66
14.29,15.21,90.70,0.17,0.66
14.54,15.25,90.70,0.17,0.66
14.79,15.26,90.70,0.17,0.66
15.04,15.24,90.70,0.17,0.66
15.29,15.23,90.70,0.17,0.66
15.54,15.22,90.70,0.17,0.66
15.79,15.23,90.70,0.17,0.66
16.04,15.26,90.70,0.17,0.66
16.29,15.26,90.70,0.17,0.66
16.54,15.23,90.70,0.17,0.66
16.79,15.23,90.70,0.17,0.67
17.04,15.23,90.70,0.17,0.67
17.29,15.22,90.70,0.17,0.67
17.54,15.22,90.70,0.17,0.67
17.79,15.26,90.70,0.17,0.67
18.05,15.25,90.70,0.17,0.67
18.30,15.26,90.70,0.17,0.67
18.55,15.23,90.70,0.17,0.67
18.80,15.22,90.70,0.17,0.67
19.05,15.23,90.70,0.17,0.67
19.30,15.26,90.70,0.17,0.67
19.55,15.22,90.70,0.17,0.67
19.80,15.24,90.70,0.17,0.67
20.05,15.23,90.70,0.17,0.67
20.30,15.26,90.70,0.17,0.68
20.55,15.22,90.70,0.17,0.68
20.80,15.26,90.70,0.17,0.68
21.05,15.21,90.70,0.17,0.68
21.30,15.21,90.70,0.17,0.68
21.55,15.19,90.70,0.17,0.68
21.81,15.23,90.70,0.17,0.68
22.06,15.20,90.70,0.17,0.68
22.31,15.22,90.70,0.17,0.68
22.56,15.21,90.70,0.17,0.68
22.81,15.19,90.70,0.17,0.68
23.06,15.21,90.70,0.17,0.68
23.31,15.21,90.70,0.17,0.68
23.56,15.20,90.70,0.17,0.68
23.81,15.17,90.70,0.17,0.68
24.06,15.18,90.70,0.17,0.68
24.31,15.19,90.70,0.17,0.68
24.56,15.18,90.70,0.17,0.68
24.81,15.19,90.70,0.17,0.68
25.06,15.17,90.70,0.17,0.68
25.32,15.18,90.70,0.17,0.68
25.57,15.16,90.70,0.17,0.68
25.82,15.17,90.70,0.17,0.68
26.07,15.15,90.70,0.17,0.68
26.32,15.16,90.70,0.17,0.68
26.57,15.16,90.70,0.17,0.68
26.82,15.17,90.70,0.17,0.68
27.07,15.16,90.70,0.17,0.68
27.32,15.25,90.70,0.17,0.68
27.57,15.27,90.70,0.17,0.68
27.82,15.27,90.70,0.17,0.68
28.07,15.24,90.70,0.17,0.68
28.32,15.25,90.70,0.17,0.69
28.57,15.24,90.70,0.17,0.69
28.82,15.25,90.70,0.17,0.69
29.08,15.22,90.70,0.17,0.69
29.33,15.25,90.70,0.17,0.69
29.58,15.27,90.70,0.17,0.69
29.83,15.27,90.70,0.17,0.69
30.08,15.24,90.70,0.17,0.69
30.33,15.23,90.70,0.17,0.69
30.58,15.24,90.70,0.17,0.69
30.83,15.23,90.70,0.17,0.69
31.08,15.19,90.70,0.17,0.69
31.33,15.19,90.70,0.17,0.69
31.58,15.20,90.70,0.17,0.69
31.83,15.19,90.70,0.17,0.69
32.08,15.18,90.70,0.17,0.69
32.33,15.18,90.70,0.17,0.69
32.59,15.18,90.70,0.17,0.69
32.84,15.19,90.70,0.17,0.69
33.09,15.19,90.70,0.17,0.69
33.34,15.19,90.70,0.17,0.69
33.59,15.19,90.70,0.17,0.69
33.84,15.18,90.70,0.17,0.69
34.09,15.19,90.70,0.17,0.69
34.34,15.17,90.70,0.17,0.69
34.59,15.20,90.70,0.17,0.69
34.84,15.21,90.70,0.17,0.69
35.09,15.18,90.70,0.17,0.69
35.34,15.20,90.70,0.17,0.69
35.59,15.21,90.70,0.17,0.69
35.84,15.20,90.70,0.17,0.69
36.09,15.20,90.70,0.17,0.69
36.34,15.20,90.70,0.17,0.69
36.60,15.19,90.70,0.17,0.69
36.85,15.25,90.70,0.17,0.69
37.10,15.21,90.70,0.17,0.69
37.35,15.23,90.70,0.17,0.70
37.60,15.24,90.70,0.17,0.70
37.85,15.26,90.70,0.17,0.70
38.10,15.26,90.70,0.17,0.70
38.35,15.21,90.70,0.17,0.70
38.60,15.25,90.70,0.17,0.70
38.85,15.23,90.70,0.17,0.70
39.10,15.24,90.70,0.17,0.70
39.35,15.25,90.70,0.17,0.70
39.60,15.24,90.70,0.17,0.70
39.85,15.23,90.70,0.17,0.70
40.10,15.21,90.70,0.17,0.70
40.35,15.20,90.70,0.17,0.70
40.61,15.19,90.70,0.17,0.70
40.86,15.18,90.70,0.17,0.70
41.11,15.18,90.70,0.17,0.70
41.36,15.19,90.70,0.17,0.70
41.61,15.22,90.70,0.17,0.70
41.86,15.22,90.70,0.17,0.70
42.11,15.21,90.70,0.17,0.72
42.36,15.19,90.70,0.17,0.72
42.61,15.20,90.70,0.17,0.72
42.86,15.20,90.70,0.17,0.72
43.11,15.20,90.70,0.17,0.72
43.36,15.19,90.70,0.17,0.72
43.61,15.19,90.70,0.17,0.72
43.86,15.19,90.70,0.17,0.72
44.11,15.19,90.70,0.17,0.72
44.37,15.19,90.70,0.17,0.72
44.62,15.19,90.70,0.17,0.72
44.87,15.19,90.70,0.17,0.72
45.12,15.17,90.70,0.17,0.72
45.37,15.16,90.70,0.17,0.72
45.62,15.13,90.70,0.17,0.72
45.87,15.14,90.70,0.17,0.72
46.12,15.15,90.70,0.17,0.72
46.37,15.22,90.70,0.17,0.72
46.62,15.24,90.70,0.17,0.72
46.87,15.24,90.70,0.17,0.72
47.12,15.23,90.70,0.17,0.72
47.37,15.22,90.70,0.17,0.72
47.62,15.23,90.70,0.17,0.72
47.87,15.23,90.70,0.17,0.72
48.12,15.22,90.70,0.17,0.72
48.38,15.22,90.70,0.17,0.72
48.63,15.23,90.70,0.17,0.72
48.88,15.22,90.70,0.17,0.72
49.13,15.22,90.70,0.17,0.72
49.38,15.20,90.70,0.17,0.72
49.63,15.20,90.70,0.17,0.72
49.88,15.23,90.70,0.17,0.72
50.13,15.16,90.70,0.17,0.72
50.38,15.17,90.70,0.17,0.73
50.63,15.17,90.70,0.17,0.73
50.88,15.16,90.70,0.17,0.73
51.13,15.12,90.70,0.17,0.73
51.38,15.15,90.70,0.17,0.73
51.63,15.16,90.70,0.17,0.73
51.88,15.15,90.70,0.17,0.73
52.13,15.23,90.70,0.17,0.73
52.38,15.20,90.70,0.17,0.73
52.64,15.18,90.70,0.17,0.73
52.89,15.17,90.70,0.17,0.73
53.14,15.18,90.70,0.17,0.73
53.39,15.19,90.70,0.17,0.73
53.64,15.17,90.70,0.17,0.73
53.89,15.17,90.70,0.17,0.73
54.14,15.17,90.70,0.17,0.73
54.39,15.17,90.70,0.17,0.73
54.64,15.17,90.70,0.17,0.73
54.89,15.18,90.70,0.17,0.73
55.14,15.17,90.70,0.17,0.73
55.39,15.17,90.70,0.17,0.73
55.65,15.16,90.70,0.17,0.73
55.90,15.16,90.70,0.17,0.73
56.15,15.17,90.70,0.17,0.73
56.40,15.20,90.70,0.17,0.73
56.65,15.22,90.70,0.17,0.73
56.90,15.22,90.70,0.17,0.73
57.15,15.21,90.70,0.17,0.73
57.40,15.23,90.70,0.17,0.73
57.65,15.21,90.70,0.17,0.73
57.90,15.23,90.70,0.17,0.73
58.15,15.22,90.70,0.17,0.73
58.40,15.20,90.70,0.17,0.73
58.65,15.20,90.70,0.17,0.73
58.90,15.20,90.70,0.17,0.73
59.15,15.15,90.70,0.17,0.73
59.41,15.14,90.70,0.17,0.73
59.66,15.16,90.70,0.17,0.73
59.91,15.15,90.70,0.17,0.74
60.16,15.13,90.70,0.17,0.74
60.41,15.13,90.70,0.17,0.74
60.66,15.12,90.70,0.17,0.74
60.91,15.13,90.70,0.17,0.74
61.16,15.20,90.70,0.17,0.74
61.41,15.21,90.70,0.17,0.74
61.66,15.21,90.70,0.17,0.74
61.91,15.19,90.70,0.17,0.74
62.16,15.19,90.70,0.17,0.74
62.41,15.19,90.70,0.17,0.74
62.66,15.17,90.70,0.17,0.74
62.92,15.17,90.70,0.17,0.74
63.17,15.16,90.70,0.17,0.74
63.42,15.16,90.70,0.17,0.74
63.67,15.14,90.70,0.17,0.74
63.92,15.13,90.70,0.17,0.74
64.17,15.14,90.70,0.17,0.74
64.42,15.14,90.70,0.17,0.74
64.67,15.14,90.70,0.17,0.74
64.92,15.14,90.70,0.17,0.74
65.17,15.14,90.70,0.17,0.74
65.42,15.20,90.70,0.17,0.74
65.67,15.22,90.70,0.17,0.74
65.92,15.19,90.70,0.17,0.74
66.17,15.20,90.70,0.17,0.74
66.43,15.19,90.70,0.17,0.74
66.68,15.20,90.70,0.17,0.74
66.93,13.64,92.06,0.17,0.94
67.18,12.98,92.48,0.17,1.17
67.43,12.95,92.48,0.17,1.20
67.68,13.00,92.48,0.17,1.18
67.93,13.00,92.48,0.17,1.18
68.18,12.66,92.52,0.17,1.45
68.43,11.97,92.71,0.17,1.60
68.68,12.19,92.84,0.17,1.63
68.93,12.18,92.84,0.17,1.63
69.18,12.19,92.84,0.17,1.63
69.43,12.19,92.84,0.17,1.63
69.68,12.19,92.85,0.17,1.63
69.93,12.17,92.85,0.17,1.63
70.18,12.17,92.85,0.17,1.63
70.44,12.17,92.85,0.17,1.63
70.69,12.19,92.85,0.17,1.63
70.94,12.19,92.85,0.17,1.63
71.19,12.15,92.85,0.17,1.63
71.44,12.15,92.85,0.17,1.63
71.69,12.15,92.85,0.17,1.63
71.94,12.15,92.85,0.17,1.63
72.19,12.15,92.85,0.17,1.63
72.44,12.15,92.85,0.17,1.63
72.69,12.15,92.85,0.17,1.63
72.94,12.15,92.85,0.17,1.63
73.19,12.14,92.85,0.17,1.63
73.44,12.14,92.85,0.17,1.63
73.69,12.14,92.85,0.17,1.63
73.94,12.14,92.85,0.17,1.63
74.19,12.14,92.85,0.17,1.63
74.44,12.14,92.85,0.17,1.63
74.69,12.14,92.85,0.17,1.63
74.94,12.14,92.85,0.17,1.63
75.19,12.13,92.85,0.17,1.63
75.44,12.13,92.85,0.17,1.63
75.69,12.13,92.85,0.17,1.63
75.94,12.13,92.85,0.17,1.63
76.19,12.13,92.85,0.17,1.63
76.44,12.13,92.85,0.17,1.63
76.69,12.14,92.85,0.17,1.63
76.94,12.14,92.85,0.17,1.63
77.20,12.13,92.85,0.17,1.63
77.45,12.13,92.85,0.17,1.63
77.70,12.13,92.85,0.17,1.63
77.95,12.13,92.85,0.17,1.63
78.20,12.13,92.85,0.17,1.63
78.45,12.13,92.85,0.17,1.63
78.70,12.13,92.85,0.17,1.63
78.95,12.13,92.85,0.17,1.63
79.20,12.13,92.85,0.17,1.63
79.45,12.13,92.85,0.17,1.63
79.70,12.13,92.85,0.17,1.63
79.95,12.13,92.85,0.17,1.63
80.20,12.13,92.85,0.17,1.63
80.45,12.13,92.85,0.17,1.63
80.70,12.13,92.85,0.17,1.63
80.95,12.13,92.85,0.17,1.63
81.20,12.13,92.85,0.17,1.63
81.45,12.13,92.85,0.17,1.63
81.70,12.13,92.85,0.17,1.63
81.95,12.13,92.85,0.17,1.63
82.20,12.13,92.85,0.17,1.63
82.45,12.13,92.85,0.17,1.63
82.70,12.13,92.85,0.17,1.63
82.95,12.13,92.85,0.17,1.63
83.20,12.12,92.85,0.17,1.63
83.45,12.12,92.85,0.17,1.63
83.70,12.12,92.85,0.17,1.63
83.95,12.12,92.85,0.17,1.63
84.21,12.13,92.85,0.17,1.63
84.46,12.13,92.85,0.17,1.63
84.71,12.12,92.85,0.17,1.63
84.96,12.12,92.85,0.17,1.63
85.21,12.12,92.85,0.17,1.63
85.46,12.12,92.85,0.17,1.63
85.71,12.12,92.85,0.17,1.63
85.96,12.12,92.85,0.17,1.63
86.21,12.12,92.85,0.17,1.63
86.46,12.12,92.85,0.17,1.63
86.71,12.12,92.85,0.17,1.63
86.96,12.12,92.85,0.17,1.63
87.21,12.11,92.85,0.17,1.63
87.46,12.11,92.85,0.17,1.63
87.71,12.11,92.85,0.17,1.63
87.96,12.11,92.85,0.17,1.63
88.21,12.11,92.85,0.17,1.63
88.46,12.11,92.85,0.17,1.63
88.71,12.11,92.85,0.17,1.63
88.96,12.11,92.85,0.17,1.63
89.21,12.11,92.85,0.17,1.63
89.46,12.11,92.85,0.17,1.63
89.71,12.11,92.85,0.17,1.63
89.96,12.11,92.85,0.17,1.63
