t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,106.71,0.02,0.16,0.00
0.25,106.62,0.02,0.16,0.17
0.50,106.01,0.59,0.16,0.21
0.75,106.01,0.59,0.16,0.21
1.01,106.01,0.59,0.16,0.21
1.26,106.01,0.59,0.16,0.21
1.51,106.01,0.59,0.16,0.21
1.76,106.01,0.59,0.16,0.21
2.01,106.01,0.59,0.16,0.21
2.26,106.38,0.16,0.16,0.27
2.51,106.27,0.16,0.16,0.27
2.76,104.36,90.70,0.16,0.27
3.02,98.70,90.70,0.16,0.27
3.27,93.28,90.70,0.16,0.27
3.52,87.83,90.70,0.16,0.27
3.77,82.39,90.70,0.16,0.27
4.02,76.94,90.70,0.16,0.27
4.27,71.50,90.70,0.16,0.27
4.52,66.04,90.70,0.16,0.27
4.77,60.59,90.70,0.16,0.27
5.02,55.10,90.70,0.16,0.27
5.27,49.61,90.70,0.16,0.27
5.52,44.11,90.70,0.16,0.27
5.77,38.62,90.70,0.16,0.27
6.02,33.12,90.70,0.16,0.27
6.27,27.63,90.70,0.16,0.27
6.53,21.99,90.70,0.16,0.27
6.78,16.56,90.70,0.16,0.27
7.03,15.03,90.70,0.17,0.65
7.28,15.14,90.70,0.17,0.65
7.53,15.12,90.70,0.17,0.65
7.78,15.12,90.70,0.17,0.65
8.03,15.12,90.70,0.17,0.65
8.28,15.13,90.70,0.17,0.65
8.53,15.13,90.70,0.17,0.65
8.78,15.15,90.70,0.17,0.65
9.03,15.15,90.70,0.17,0.65
9.28,15.14,90.70,0.17,0.65
9.53,15.29,90.70,0.17,0.65
9.78,15.18,90.70,0.17,0.65
10.03,15.28,90.70,0.17,0.65
10.28,15.26,90.70,0.17,0.65
10.53,15.24,90.70,0.17,0.65
10.79,15.24,90.70,0.17,0.65
11.04,15.27,90.70,0.17,0.65
11.29,15.26,90.70,0.17,0.65
11.54,15.28,90.70,0.17,0.65
11.79,15.27,90.70,0.17,0.65
12.04,15.28,90.70,0.17,0.65
12.29,15.26,90.70,0.17,0.65
12.54,15.26,90.70,0.17,0.66
12.79,15.24,90.70,0.17,0.66
13.04,15.27,90.70,0.17,0.66
13.29,15.26,90.70,0.17,0.66
13.54,15.24,90.70,0.17,0.66
13.79,15.26,90.70,0.17,0.66
14.04,15.23,90.70,0.17,0.66
14.29,15.25,90.70,0.17,0.66
14.54,15.24,90.70,0.17,0.66
14.79,15.24,90.70,0.17,0.66
15.05,15.22,90.70,0.17,0.66
15.30,15.23,90.70,0.17,0.66
15.55,15.22,90.70,0.17,0.66
15.80,15.21,90.70,0.17,0.66
16.05,15.22,90.70,0.17,0.66
16.30,15.21,90.70,0.17,0.66
16.55,15.21,90.70,0.17,0.66
16.80,15.25,90.70,0.17,0.66
17.05,15.25,90.70,0.17,0.66
17.30,15.25,90.70,0.17,0.66
17.55,15.24,90.70,0.17,0.66
17.80,15.24,90.70,0.17,0.66
18.05,15.24,90.70,0.17,0.66
18.30,15.28,90.70,0.17,0.66
18.55,15.25,90.70,0.17,0.66
18.80,15.24,90.70,0.17,0.66
19.06,15.25,90.70,0.17,0.66
19.31,15.21,90.70,0.17,0.66
19.56,15.20,90.70,0.17,0.66
19.81,15.21,90.70,0.17,0.67
20.06,15.22,90.70,0.17,0.67
20.31,15.20,90.70,0.17,0.67
20.56,15.22,90.70,0.17,0.67
20.81,15.26,90.70,0.17,0.67
21.06,15.23,90.70,0.17,0.67
21.31,15.24,90.70,0.17,0.67
21.56,15.26,90.70,0.17,0.67
21.81,15.24,90.70,0.17,0.67
22.06,15.20,90.70,0.17,0.67
22.31,15.26,90.70,0.17,0.67
22.56,15.22,90.70,0.17,0.67
22.82,15.22,90.70,0.17,0.67
23.07,15.23,90.70,0.17,0.67
23.32,15.21,90.70,0.17,0.68
23.57,15.23,90.70,0.17,0.68
23.82,15.21,90.70,0.17,0.68
24.07,15.21,90.70,0.17,0.68
24.32,15.20,90.70,0.17,0.68
24.57,15.20,90.70,0.17,0.68
24.82,15.21,90.70,0.17,0.68
25.07,15.19,90.70,0.17,0.68
25.32,15.19,90.70,0.17,0.68
25.57,15.17,90.70,0.17,0.68
25.82,15.19,90.70,0.17,0.68
26.07,15.19,90.70,0.17,0.68
26.32,15.19,90.70,0.17,0.68
26.58,15.19,90.70,0.17,0.68
26.83,15.19,90.70,0.17,0.68
27.08,15.18,90.70,0.17,0.68
27.33,15.19,90.70,0.17,0.68
27.58,15.17,90.70,0.17,0.68
27.83,15.20,90.70,0.17,0.68
28.08,15.23,90.70,0.17,0.68
28.33,15.20,90.70,0.17,0.68
28.58,15.21,90.70,0.17,0.68
28.83,15.22,90.70,0.17,0.68
29.08,15.22,90.70,0.17,0.68
29.33,15.23,90.70,0.17,0.68
29.58,15.21,90.70,0.17,0.68
29.83,15.19,90.70,0.17,0.68
30.08,15.19,90.70,0.17,0.68
30.34,15.18,90.70,0.17,0.68
30.59,15.18,90.70,0.17,0.69
30.84,15.20,90.70,0.17,0.69
31.09,15.19,90.70,0.17,0.69
31.34,15.21,90.70,0.17,0.69
31.59,15.20,90.70,0.17,0.69
31.84,15.20,90.70,0.17,0.69
32.09,15.19,90.70,0.17,0.69
32.34,15.20,90.70,0.17,0.69
32.59,15.20,90.70,0.17,0.69
32.84,15.19,90.70,0.17,0.69
33.09,15.19,90.70,0.17,0.69
33.34,15.18,90.70,0.17,0.69
33.59,15.16,90.70,0.17,0.69
33.84,15.17,90.70,0.17,0.69
34.10,15.16,90.70,0.17,0.69
34.35,15.14,90.70,0.17,0.69
34.60,15.13,90.70,0.17,0.69
34.85,15.13,90.70,0.17,0.69
35.10,15.14,90.70,0.17,0.69
35.35,15.17,90.70,0.17,0.69
35.60,15.17,90.70,0.17,0.69
35.85,15.16,90.70,0.17,0.69
36.10,15.15,90.70,0.17,0.69
36.35,15.15,90.70,0.17,0.69
36.60,15.14,90.70,0.17,0.69
36.85,15.13,90.70,0.17,0.69
37.10,15.19,90.70,0.17,0.69
37.35,15.20,90.70,0.17,0.69
37.60,15.18,90.70,0.17,0.69
37.85,15.21,90.70,0.17,0.69
38.11,15.18,90.70,0.17,0.69
38.36,15.21,90.70,0.17,0.69
38.61,15.18,90.70,0.17,0.69
38.86,15.20,90.70,0.17,0.69
39.11,15.20,90.70,0.17,0.69
39.36,15.19,90.70,0.17,0.69
39.61,15.19,90.70,0.17,0.69
39.86,15.19,90.70,0.17,0.69
40.11,15.19,90.70,0.17,0.69
40.36,15.22,90.70,0.17,0.69
40.61,15.18,90.70,0.17,0.70
40.86,15.21,90.70,0.17,0.70
41.11,15.20,90.70,0.17,0.70
41.37,15.18,90.70,0.17,0.70
41.62,15.19,90.70,0.17,0.70
41.87,15.17,90.70,0.17,0.70
42.12,15.17,90.70,0.17,0.70
42.37,15.15,90.70,0.17,0.70
42.62,15.15,90.70,0.17,0.70
42.87,15.17,90.70,0.17,0.70
43.12,15.16,90.70,0.17,0.70
43.37,15.17,90.70,0.17,0.70
43.62,15.17,90.70,0.17,0.70
43.87,15.17,90.70,0.17,0.70
44.12,15.16,90.70,0.17,0.70
44.37,15.15,90.70,0.17,0.70
44.62,15.16,90.70,0.17,0.70
44.87,15.14,90.70,0.17,0.70
45.12,15.16,90.70,0.17,0.70
45.37,15.12,90.70,0.17,0.72
45.63,15.12,90.70,0.17,0.72
45.88,15.12,90.70,0.17,0.72
46.13,15.11,90.70,0.17,0.72
46.38,15.19,90.70,0.17,0.72
46.63,15.18,90.70,0.17,0.72
46.88,15.20,90.70,0.17,0.72
47.13,15.17,90.70,0.17,0.72
47.38,15.19,90.70,0.17,0.72
47.63,15.18,90.70,0.17,0.72
47.88,15.19,90.70,0.17,0.72
48.13,15.17,90.70,0.17,0.72
48.38,15.15,90.70,0.17,0.72
48.63,15.21,90.70,0.17,0.72
48.88,15.18,90.70,0.17,0.72
49.13,15.19,90.70,0.17,0.72
49.38,15.18,90.70,0.17,0.72
49.64,15.17,90.70,0.17,0.72
