t,mem_available_gib,gtt_used_gib,vram_used_gib,rss_gib
0.00,106.63,0.02,0.16,0.00
0.25,106.54,0.02,0.16,0.17
0.50,106.20,0.16,0.16,0.27
0.75,106.20,0.16,0.16,0.27
1.00,103.41,94.67,0.16,0.27
1.25,97.54,94.67,0.16,0.27
1.50,91.80,94.67,0.16,0.27
1.75,86.34,94.67,0.16,0.27
2.01,80.90,94.67,0.16,0.27
2.26,75.45,94.67,0.16,0.27
2.51,69.99,94.67,0.16,0.27
2.76,64.54,94.67,0.16,0.27
3.01,59.09,94.67,0.16,0.27
3.26,53.60,94.67,0.16,0.27
3.51,48.10,94.67,0.16,0.27
3.76,42.60,94.67,0.16,0.27
4.01,37.16,94.67,0.16,0.27
4.26,31.72,94.67,0.16,0.27
4.51,26.22,94.67,0.16,0.27
4.76,20.76,94.67,0.16,0.27
5.01,15.32,94.67,0.16,0.27
5.26,11.47,94.67,0.16,0.27
5.52,11.09,94.67,0.17,0.65
5.77,11.09,94.67,0.17,0.65
6.02,11.02,94.67,0.17,0.65
6.27,11.01,94.67,0.17,0.65
6.52,11.01,94.67,0.17,0.65
6.77,11.01,94.67,0.17,0.65
7.02,11.02,94.67,0.17,0.65
7.27,11.02,94.67,0.17,0.65
7.52,11.02,94.67,0.17,0.65
7.77,11.01,94.67,0.17,0.65
8.02,11.04,94.67,0.17,0.65
8.27,11.17,94.67,0.17,0.65
8.52,11.16,94.67,0.17,0.65
8.77,11.16,94.67,0.17,0.65
9.02,11.10,94.67,0.17,0.65
9.27,11.14,94.67,0.17,0.65
9.53,11.16,94.67,0.17,0.66
9.78,11.16,94.67,0.17,0.66
10.03,11.07,94.67,0.17,0.66
10.28,11.14,94.67,0.17,0.66
10.53,11.15,94.67,0.17,0.66
10.78,11.13,94.67,0.17,0.66
11.03,11.10,94.67,0.17,0.66
11.28,11.14,94.67,0.17,0.66
11.53,11.15,94.67,0.17,0.66
11.78,11.15,94.67,0.17,0.67
12.03,11.14,94.67,0.17,0.67
12.28,11.12,94.67,0.17,0.67
12.53,11.13,94.67,0.17,0.67
12.78,11.11,94.67,0.17,0.67
13.03,11.07,94.67,0.17,0.67
13.28,11.10,94.67,0.17,0.67
13.54,11.12,94.67,0.17,0.67
13.79,11.12,94.67,0.17,0.67
14.04,11.10,94.67,0.17,0.67
14.29,11.12,94.67,0.17,0.67
14.54,11.11,94.67,0.17,0.67
14.79,11.11,94.67,0.17,0.67
15.04,11.09,94.67,0.17,0.67
15.29,11.09,94.67,0.17,0.68
15.54,11.09,94.67,0.17,0.68
15.79,11.13,94.67,0.17,0.68
16.04,11.11,94.67,0.17,0.68
16.29,11.12,94.67,0.17,0.68
16.54,11.10,94.67,0.17,0.68
16.79,11.12,94.67,0.17,0.68
17.04,11.09,94.67,0.17,0.68
17.30,11.14,94.67,0.17,0.68
17.55,11.14,94.67,0.17,0.68
17.80,11.10,94.67,0.17,0.68
18.05,11.13,94.67,0.17,0.68
18.30,11.13,94.67,0.17,0.68
18.55,11.07,94.67,0.17,0.68
18.80,11.09,94.67,0.17,0.68
19.05,11.09,94.67,0.17,0.69
19.30,11.06,94.67,0.17,0.69
19.55,11.07,94.67,0.17,0.69
19.80,11.08,94.67,0.17,0.69
20.05,11.06,94.67,0.17,0.69
20.30,11.06,94.67,0.17,0.69
20.55,11.06,94.67,0.17,0.69
20.80,11.07,94.67,0.17,0.69
21.06,11.06,94.67,0.17,0.69
21.31,11.06,94.67,0.17,0.69
21.56,11.00,94.67,0.17,0.69
21.81,10.99,94.67,0.17,0.69
22.06,11.00,94.67,0.17,0.69
22.31,11.00,94.67,0.17,0.69
22.56,11.09,94.67,0.17,0.69
22.81,11.09,94.67,0.17,0.69
23.06,11.07,94.67,0.17,0.70
23.31,11.07,94.67,0.17,0.70
23.56,11.08,94.67,0.17,0.70
23.81,11.08,94.67,0.17,0.71
24.06,11.07,94.67,0.17,0.71
24.31,11.06,94.67,0.17,0.71
24.57,11.06,94.67,0.17,0.71
24.82,11.09,94.67,0.17,0.71
25.07,11.09,94.67,0.17,0.71
25.32,11.09,94.67,0.17,0.71
25.57,11.07,94.67,0.17,0.71
25.82,11.08,94.67,0.17,0.71
26.07,11.09,94.67,0.17,0.71
26.32,11.05,94.67,0.17,0.71
26.57,11.05,94.67,0.17,0.71
26.82,11.07,94.67,0.17,0.71
27.07,11.03,94.67,0.17,0.71
27.32,11.01,94.67,0.17,0.71
27.57,11.04,94.67,0.17,0.71
27.82,11.03,94.67,0.17,0.72
28.07,11.05,94.67,0.17,0.72
28.33,11.05,94.67,0.17,0.72
28.58,11.04,94.67,0.17,0.72
28.83,11.03,94.67,0.17,0.72
29.08,11.03,94.67,0.17,0.72
29.33,11.03,94.67,0.17,0.72
29.58,11.03,94.67,0.17,0.72
29.83,11.03,94.67,0.17,0.72
30.08,11.02,94.67,0.17,0.72
30.33,11.01,94.67,0.17,0.72
30.58,11.04,94.67,0.17,0.72
30.83,11.04,94.67,0.17,0.72
31.08,11.05,94.67,0.17,0.72
31.33,11.05,94.67,0.17,0.72
31.58,11.03,94.67,0.17,0.72
31.83,11.05,94.67,0.17,0.73
32.09,11.06,94.67,0.17,0.73
32.34,11.07,94.67,0.17,0.73
32.59,11.05,94.67,0.17,0.73
32.84,11.06,94.67,0.17,0.73
33.09,11.05,94.67,0.17,0.73
33.34,11.03,94.67,0.17,0.73
